ID,book,bk,ch,vs,field
GEN/45:23,GEN,1,45,23,"and to his father he hath sent thus: ten asses bearing of the good things of Egypt, and ten she-asses bearing corn and bread, even food for his father for the way."
GEN/45:24,GEN,1,45,24,"And he sendeth his brethren away, and they go; and he saith unto them, `Be not angry in the way.'"
GEN/45:25,GEN,1,45,25,"And they go up out of Egypt, and come in to the land of Canaan, unto Jacob their father,"
GEN/45:26,GEN,1,45,26,"and they declare to him, saying, `Joseph  yet alive,' and that he  ruler over all the land of Egypt; and his heart ceaseth, for he hath not given credence to them."
GEN/45:27,GEN,1,45,27,"And they speak unto him all the words of Joseph, which he hath spoken unto them, and he seeth the waggons which Joseph hath sent to bear him away, and live doth the spirit of Jacob their father;"
GEN/45:28,GEN,1,45,28,"and Israel saith, `Enough! Joseph my son  yet alive; I go and see him before I die.'"
GEN/46:1,GEN,1,46,1,"And Israel journeyeth, and all that he hath, and cometh in to Beer-Sheba, and sacrificeth sacrifices to the God of his father Isaac;"
GEN/46:2,GEN,1,46,2,"and God speaketh to Israel in visions of the night, and saith, `Jacob, Jacob;' and he saith, `Here `am' I.'"
GEN/46:3,GEN,1,46,3,"And He saith, `I `am' God, God of thy father, be not afraid of going down to Egypt, for for a great nation I set thee there;"
GEN/46:4,GEN,1,46,4,"I -- I go down with thee to Egypt, and I -- I also certainly bring thee up, and Joseph doth put his hand on thine eyes.'"
GEN/46:5,GEN,1,46,5,"And Jacob riseth from Beer-Sheba, and the sons of Israel bear away Jacob their father, And their infants, and their wives, in the waggons which Pharaoh hath sent to bear him,"
GEN/46:6,GEN,1,46,6,"and they take their cattle, and their goods which they have acquired in the land of Canaan, and come into Egypt -- Jacob, and all his seed with him,"
GEN/46:7,GEN,1,46,7,"his sons, and his sons' sons with him, his daughters, and his sons' daughters, yea, all his seed he brought with him into Egypt."
GEN/46:8,GEN,1,46,8,"And these `are' the names of the sons of Israel who are coming into Egypt: Jacob and his sons, Jacob's first-born, Reuben."
GEN/46:9,GEN,1,46,9,"And sons of Reuben: Hanoch, and Phallu, and Hezron, and Carmi."
GEN/46:10,GEN,1,46,10,"And sons of Simeon: Jemuel, and Jamin, and Ohad, and Jachin, and Zohar, and Shaul son of the Canaanitess."
GEN/46:11,GEN,1,46,11,"And sons of Levi: Gershon, Kohath, and Merari."
GEN/46:12,GEN,1,46,12,"And sons of Judah: Er, and Onan, and Shelah, and Pharez, and Zarah, (and Er and Onan die in the land of Canaan.) And sons of Pharez are Hezron and Hamul."
GEN/46:13,GEN,1,46,13,"And sons of Issachar: Tola, and Phuvah, and Job, and Shimron."
GEN/46:14,GEN,1,46,14,"And sons of Zebulun: Sered, and Elon, and Jahleel."
GEN/46:15,GEN,1,46,15,"These `are' sons of Leah whom she bare to Jacob in Padan-Aram, and Dinah his daughter; all the persons of his sons and his daughters `are' thirty and three."
GEN/46:16,GEN,1,46,16,"And sons of Gad: Ziphion, and Haggi, Shuni, and Ezbon, Eri, and Arodi, and Areli."
GEN/46:17,GEN,1,46,17,"And sons of Asher: Jimnah, and Ishuah, and Isui, and Beriah, and Serah their sister. And sons of Beriah: Heber and Malchiel."
GEN/46:18,GEN,1,46,18,"These `are' sons of Zilpah, whom Laban gave to Leah his daughter, and she beareth these to Jacob -- sixteen persons."
GEN/46:19,GEN,1,46,19,"Sons of Rachel, Jacob's wife: Joseph and Benjamin."
GEN/46:20,GEN,1,46,20,"And born to Joseph in the land of Egypt (whom Asenath daughter of Poti-Pherah, priest of On, hath borne to him) `are' Manasseh and Ephraim."
GEN/46:21,GEN,1,46,21,"And sons of Benjamin: Belah, and Becher, and Ashbel, Gera, and Naaman, Ehi, and Rosh, Muppim, and Huppim, and Ard."
GEN/46:22,GEN,1,46,22,"These `are' sons of Rachel, who were born to Jacob; all the persons `are' fourteen."
GEN/46:23,GEN,1,46,23,And sons of Dan: Hushim.
GEN/46:24,GEN,1,46,24,"And sons of Naphtali: Jahzeel, and Guni, and Jezer, and Shillem."
GEN/46:25,GEN,1,46,25,"These `are' sons of Bilhah, whom Laban gave to Rachel his daughter; and she beareth these to Jacob -- all the persons `are' seven."
GEN/46:26,GEN,1,46,26,"All the persons who are coming to Jacob to Egypt, coming out of his thigh, apart from the wives of Jacob's sons, all the persons `are' sixty and six."
GEN/46:27,GEN,1,46,27,And the sons of Joseph who have been born to him in Egypt `are' two persons. All the persons of the house of Jacob who are coming into Egypt `are' seventy.
GEN/46:28,GEN,1,46,28,"And Judah he hath sent before him unto Joseph, to direct before him to Goshen, and they come into the land of Goshen;"
GEN/46:29,GEN,1,46,29,"and Joseph harnesseth his chariot, and goeth up to meet Israel his father, to Goshen, and appeareth unto him, and falleth on his neck, and weepeth on his neck again;"
GEN/46:30,GEN,1,46,30,"and Israel saith unto Joseph, `Let me die this time, after my seeing thy face, for thou `art' yet alive.'"
GEN/46:31,GEN,1,46,31,"And Joseph saith unto his brethren, and unto the house of his father, `I go up, and declare to Pharaoh, and say unto him, My brethren, and the house of my father who `are' in the land of Canaan have come in unto me;"
GEN/46:32,GEN,1,46,32,"and the men `are' feeders of a flock, for they have been men of cattle; and their flock, and their herd, and all that they have, they have brought.'"
GEN/46:33,GEN,1,46,33,"`And it hath come to pass when Pharaoh calleth for you, and hath said, What `are' your works?"
GEN/46:34,GEN,1,46,34,"that ye have said, Thy servants have been men of cattle from our youth, even until now, both we and our fathers, -- in order that ye may dwell in the land of Goshen, for the abomination of the Egyptians is every one feeding a flock.'"
GEN/47:1,GEN,1,47,1,"And Joseph cometh, and declareth to Pharaoh, and saith, `My father, and my brethren, and their flock, and their herd, and all they have, have come from the land of Canaan, and lo, they `are' in the land of Goshen.'"
GEN/47:2,GEN,1,47,2,"And out of his brethren he hath taken five men, and setteth them before Pharaoh;"
GEN/47:3,GEN,1,47,3,"and Pharaoh saith unto his brethren, `What `are' your works?' and they say unto Pharaoh, `Thy servants `are' feeders of a flock, both we and our fathers;'"
GEN/47:4,GEN,1,47,4,"and they say unto Pharaoh, `To sojourn in the land we have come, for there is no pasture for the flock which thy servants have, for grievous  the famine in the land of Canaan; and now, let thy servants, we pray thee, dwell in the land of Goshen.'"
GEN/47:5,GEN,1,47,5,"And Pharaoh speaketh unto Joseph, saying, `Thy father and thy brethren have come unto thee:"
GEN/47:6,GEN,1,47,6,"the land of Egypt is before thee; in the best of the land cause thy father and thy brethren to dwell -- they dwell in the land of Goshen, and if thou hast known, and there are among them men of ability, then thou hast set them heads over the cattle I have.'"
GEN/47:7,GEN,1,47,7,"And Joseph bringeth in Jacob his father, and causeth him to stand before Pharaoh; and Jacob blesseth Pharaoh."
GEN/47:8,GEN,1,47,8,"And Pharaoh saith unto Jacob, `How many `are' the days of the years of thy life?'"
GEN/47:9,GEN,1,47,9,"And Jacob saith unto Pharaoh, `The days of the years of my sojournings `are' an hundred and thirty years; few and evil have been the days of the years of my life, and they have not reached the days of the years of the life of my fathers, in the days of their sojournings.'"
GEN/47:10,GEN,1,47,10,"And Jacob blesseth Pharaoh, and goeth out from before Pharaoh."
GEN/47:11,GEN,1,47,11,"And Joseph settleth his father and his brethren, and giveth to them a possession in the land of Egypt, in the best of the land, in the land of Rameses, as Pharaoh commanded;"
GEN/47:12,GEN,1,47,12,"and Joseph nourisheth his father, and his brethren, and all the house of his father `with' bread, according to the mouth of the infants."
GEN/47:13,GEN,1,47,13,"And there is no bread in all the land, for the famine  very grievous, and the land of Egypt and the land of Canaan are feeble because of the famine;"
GEN/47:14,GEN,1,47,14,"and Joseph gathereth all the silver that is found in the land of Egypt, and in the land of Canaan, for the corn that they are buying, and Joseph bringeth the silver into the house of Pharaoh."
GEN/47:15,GEN,1,47,15,"And the silver is consumed out of the land of Egypt, and out of the land of Canaan, and all the Egyptians come in unto Joseph, saying, `Give to us bread -- why do we die before thee, though the money hath ceased?'"
GEN/47:16,GEN,1,47,16,"and Joseph saith, `Give your cattle; and I give to you for your cattle, if the money hath ceased.'"
GEN/47:17,GEN,1,47,17,"And they bring in their cattle unto Joseph, and Joseph giveth to them bread, for the horses, and for the cattle of the flock, and for the cattle of the herd, and for the asses; and he tendeth them with bread, for all their cattle, during that year."
GEN/47:18,GEN,1,47,18,"And that year is finished, and they come in unto him on the second year, and say to him, `We do not hide from my lord, that since the money hath been finished, and possession of the cattle  unto my lord, there hath not been left before my lord save our bodies, and our ground;"
GEN/47:19,GEN,1,47,19,"why do we die before thine eyes, both we and our ground? buy us and our ground for bread, and we and our ground are servants to Pharaoh; and give seed, and we live, and die not, and the ground is not desolate.'"
GEN/47:20,GEN,1,47,20,"And Joseph buyeth all the ground of Egypt for Pharaoh, for the Egyptians have sold each his field, for the famine hath been severe upon them, and the land becometh Pharaoh's;"
GEN/47:21,GEN,1,47,21,as to the people he hath removed them to cities from the `one' end of the border of Egypt even unto its `other' end.
GEN/47:22,GEN,1,47,22,"Only the ground of the priests he hath not bought, for the priests have a portion from Pharaoh, and they have eaten their portion which Pharaoh hath given to them, therefore they have not sold their ground."
GEN/47:23,GEN,1,47,23,"And Joseph saith unto the people, `Lo, I have bought you to-day and your ground for Pharaoh; lo, seed for you, and ye have sown the ground,"
GEN/47:24,GEN,1,47,24,"and it hath come to pass in the increases, that ye have given a fifth to Pharaoh, and four of the parts are for yourselves, for seed of the field, and for your food, and for those who `are' in your houses, and for food for your infants.'"
GEN/47:25,GEN,1,47,25,"And they say, `Thou hast revived us; we find grace in the eyes of my lord, and have been servants to Pharaoh;'"
GEN/47:26,GEN,1,47,26,"and Joseph setteth it for a statute unto this day, concerning the ground of Egypt, `that' Pharaoh hath a fifth; only the ground of the priests alone hath not become Pharaoh's."
GEN/47:27,GEN,1,47,27,"And Israel dwelleth in the land of Egypt, in the land of Goshen, and they have possession in it, and are fruitful, and multiply exceedingly;"
GEN/47:28,GEN,1,47,28,"and Jacob liveth in the land of Egypt seventeen years, and the days of Jacob, the years of his life, are an hundred and forty and seven years."
GEN/47:29,GEN,1,47,29,"And the days of Israel are near to die, and he calleth for his son, for Joseph, and saith to him, `If, I pray thee, I have found grace in thine eyes, put, I pray thee, thy hand under my thigh, and thou hast done with me kindness and truth; bury me not, I pray thee, in Egypt,"
GEN/47:30,GEN,1,47,30,"and I have lain with my fathers, and thou hast borne me out of Egypt, and buried me in their burying-place.' And he saith, `I -- I do according to thy word;'"
GEN/47:31,GEN,1,47,31,"and he saith, `Swear to me;' and he sweareth to him, and Israel boweth himself on the head of the bed."
GEN/48:1,GEN,1,48,1,"And it cometh to pass, after these things, that `one' saith to Joseph, `Lo, thy father is sick;' and he taketh his two sons with him, Manasseh and Ephraim."
GEN/48:2,GEN,1,48,2,"And `one' declareth to Jacob, and saith, `Lo, thy son Joseph is coming unto thee;' and Israel doth strengthen himself, and sit upon the bed."
GEN/48:3,GEN,1,48,3,"And Jacob saith unto Joseph, `God Almighty hath appeared unto me, in Luz, in the land of Canaan, and blesseth me,"
