ID,book,bk,ch,vs,field
GEN/16:5,GEN,1,16,5,"And Sarai saith unto Abram, `My violence  for thee; I -- I have given mine handmaid into thy bosom, and she seeth that she hath conceived, and I am lightly esteemed in her eyes; Yahweh doth judge between me and thee.'"
GEN/16:6,GEN,1,16,6,"And Abram saith unto Sarai, `Lo, thine handmaid  in thine hand, do to her that which is good in thine eyes;' and Sarai afflicted her, and she fleeth from her presence."
GEN/16:7,GEN,1,16,7,"And a messenger of Yahweh findeth her by the fountain of water in the wilderness, by the fountain in the way `to' Shur,"
GEN/16:8,GEN,1,16,8,"and he saith, `Hagar, Sarai's handmaid, whence hast thou come, and whither dost thou go?' and she saith, `From the presence of Sarai, my mistress, I am fleeing.'"
GEN/16:9,GEN,1,16,9,"And the messenger of Yahweh saith to her, `Turn back unto thy mistress, and humble thyself under her hands;'"
GEN/16:10,GEN,1,16,10,"and the messenger of Yahweh saith to her, `Multiplying I multiply thy seed, and it is not numbered from multitude;'"
GEN/16:11,GEN,1,16,11,"and the messenger of Yahweh saith to her, `Behold thou `art' conceiving, and bearing a son, and hast called his name Ishmael, for Yahweh hath hearkened unto thine affliction;"
GEN/16:12,GEN,1,16,12,"and he is a wild-ass man, his hand against every one, and every one's hand against him -- and before the face of all his brethren he dwelleth.'"
GEN/16:13,GEN,1,16,13,"And she calleth the name of Yahweh who is speaking unto her, `Thou `art', O God, my beholder;' for she said, `Even here have I looked behind my beholder?'"
GEN/16:14,GEN,1,16,14,"therefore hath one called the well, `The well of the Living One, my beholder;' lo, between Kadesh and Bered."
GEN/16:15,GEN,1,16,15,"And Hagar beareth to Abram a son; and Abram calleth the name of his son, whom Hagar hath borne, Ishmael;"
GEN/16:16,GEN,1,16,16,and Abram  a son of eighty and six years in Hagar's bearing Ishmael to Abram.
GEN/17:1,GEN,1,17,1,"And Abram is a son of ninety and nine years, and Yahweh appeareth unto Abram, and saith unto him, `I `am' God Almighty, walk habitually before Me, and be thou perfect;"
GEN/17:2,GEN,1,17,2,"and I give My covenant between Me and thee, and multiply thee very exceedingly.'"
GEN/17:3,GEN,1,17,3,"And Abram falleth upon his face, and God speaketh with him, saying,"
GEN/17:4,GEN,1,17,4,"`I -- lo, My covenant  with thee, and thou hast become father of a multitude of nations;"
GEN/17:5,GEN,1,17,5,"and thy name is no more called Abram, but thy name hath been Abraham, for father of a multitude of nations have I made thee;"
GEN/17:6,GEN,1,17,6,"and I have made thee exceeding fruitful, and made thee become nations, and kings go out from thee."
GEN/17:7,GEN,1,17,7,"`And I have established My covenant between Me and thee, and thy seed after thee, to their generations, for a covenant age-during, to become God to thee, and to thy seed after thee;"
GEN/17:8,GEN,1,17,8,"and I have given to thee, and to thy seed after thee, the land of thy sojournings, the whole land of Canaan, for a possession age-during, and I have become their God.'"
GEN/17:9,GEN,1,17,9,"And God saith unto Abraham, `And thou dost keep My covenant, thou and thy seed after thee, to their generations;"
GEN/17:10,GEN,1,17,10,"this  My covenant which ye keep between Me and you, and thy seed after thee: Every male of you  to be circumcised;"
GEN/17:11,GEN,1,17,11,"and ye have circumcised the flesh of your foreskin, and it hath become a token of a covenant between Me and you."
GEN/17:12,GEN,1,17,12,"`And a son of eight days is circumcised by you; every male to your generations, born in the house, or bought with money from any son of a stranger, who is not of thy seed;"
GEN/17:13,GEN,1,17,13,"he is certainly circumcised who  born in thine house, or bought with thy money; and My covenant hath become in your flesh a covenant age-during;"
GEN/17:14,GEN,1,17,14,"and an uncircumcised one, a male, the flesh of whose foreskin is not circumcised, even that person hath been cut off from his people; My covenant he hath broken.'"
GEN/17:15,GEN,1,17,15,"And God saith unto Abraham, `Sarai thy wife -- thou dost not call her name Sarai, for Sarah  her name;"
GEN/17:16,GEN,1,17,16,"and I have blessed her, and have also given to thee a son from her; and I have blessed her, and she hath become nations -- kings of peoples are from her.'"
GEN/17:17,GEN,1,17,17,"And Abraham falleth upon his face, and laugheth, and saith in his heart, `To the son of an hundred years is one born? or doth Sarah -- daughter of ninety years -- bear?'"
GEN/17:18,GEN,1,17,18,"And Abraham saith unto God, `O that Ishmael may live before Thee;'"
GEN/17:19,GEN,1,17,19,"and God saith, `Sarah thy wife is certainly bearing a son to thee, and thou hast called his name Isaac, and I have established My covenant with him, for a covenant age-during, to his seed after him."
GEN/17:20,GEN,1,17,20,"As to Ishmael, I have heard thee; lo, I have blessed him, and made him fruitful, and multiplied him, very exceedingly; twelve princes doth he beget, and I have made him become a great nation;"
GEN/17:21,GEN,1,17,21,"and My covenant I establish with Isaac, whom Sarah doth bear to thee at this appointed time in the next year;'"
GEN/17:22,GEN,1,17,22,"and He finisheth speaking with him, and God goeth up from Abraham."
GEN/17:23,GEN,1,17,23,"And Abraham taketh Ishmael his son, and all those born in his house, and all those bought with his money -- every male among the men of Abraham's house -- and circumciseth the flesh of their foreskin, in this self-same day, as God hath spoken with him."
GEN/17:24,GEN,1,17,24,And Abraham  a son of ninety and nine years in the flesh of his foreskin being circumcised;
GEN/17:25,GEN,1,17,25,and Ishmael his son  a son of thirteen years in the flesh of his foreskin being circumcised;
GEN/17:26,GEN,1,17,26,"in this self-same day hath Abraham been circumcised, and Ishmael his son;"
GEN/17:27,GEN,1,17,27,"and all the men of his house -- born in the house, and bought with money from the son of a stranger -- have been circumcised with him."
GEN/18:1,GEN,1,18,1,"And Yahweh appeareth unto him among the oaks of Mamre, and he is sitting at the opening of the tent, about the heat of the day;"
GEN/18:2,GEN,1,18,2,"and he lifteth up his eyes and looketh, and lo, three men standing by him, and he seeth, and runneth to meet them from the opening of the tent, and boweth himself towards the earth,"
GEN/18:3,GEN,1,18,3,"And he saith, `My Lord, if, I pray thee, I have found grace in thine eyes, do not, I pray thee, pass on from thy servant;"
GEN/18:4,GEN,1,18,4,"let, I pray thee, a little water be accepted, and wash your feet, and recline under the tree;"
GEN/18:5,GEN,1,18,5,"and I bring a piece of bread, and support ye your heart; afterwards pass on, for therefore have ye passed over unto your servant;' and they say, `So mayest thou do as thou has spoken.'"
GEN/18:6,GEN,1,18,6,"And Abraham hasteth towards the tent, unto Sarah, and saith, `Hasten three measures of flour-meal, knead, and make cakes;'"
GEN/18:7,GEN,1,18,7,"and Abraham ran unto the herd, and taketh a son of the herd, tender and good, and giveth unto the young man, and he hasteth to prepare it;"
GEN/18:8,GEN,1,18,8,"and he taketh butter and milk, and the son of the herd which he hath prepared, and setteth before them; and he is standing by them under the tree, and they do eat."
GEN/18:9,GEN,1,18,9,"And they say unto him, `Where  Sarah thy wife?' and he saith, `Lo -- in the tent;'"
GEN/18:10,GEN,1,18,10,"and he saith, `returning I return unto thee, about the time of life, and lo, to Sarah thy wife a son.'"
GEN/18:11,GEN,1,18,11,"And Sarah is hearkening at the opening of the tent, which is behind him;"
GEN/18:12,GEN,1,18,12,"and Abraham and Sarah `are' aged, entering into days -- the way of women hath ceased to be to Sarah;"
GEN/18:13,GEN,1,18,13,"and Sarah laugheth in her heart, saying, `After I have waxed old I have had pleasure! -- my lord also  old!'"
GEN/18:14,GEN,1,18,14,"And Yahweh saith unto Abraham, `Why  this? Sarah hath laughed, saying, Is it true really -- I bear -- and I am aged? Is any thing too wonderful for Yahweh? at the appointed time I return unto thee, about the time of life, and Sarah hath a son.'"
GEN/18:15,GEN,1,18,15,"And Sarah denieth, saying, `I did not laugh;' for she hath been afraid; and He saith, `Nay, but thou didst laugh.'"
GEN/18:16,GEN,1,18,16,"And the men rise from thence, and look on the face of Sodom, and Abraham is going with them to send them away;"
GEN/18:17,GEN,1,18,17,"and Yahweh said, `Am I concealing from Abraham that which I am doing,"
GEN/18:18,GEN,1,18,18,"and Abraham certainly becometh a nation great and mighty, and blessed in him have been all nations of the earth?"
GEN/18:19,GEN,1,18,19,"for I have known him, that he commandeth his children, and his house after him (and they have kept the way of Yahweh), to do righteousness and judgment, that Yahweh may bring on Abraham that which He hath spoken concerning him.'"
GEN/18:20,GEN,1,18,20,"And Yahweh saith, `The cry of Sodom and Gomorrah -- because great; and their sin -- because exceeding grievous:"
GEN/18:21,GEN,1,18,21,"I go down now, and see whether according to its cry which is coming unto Me they have done completely -- and if not -- I know;'"
GEN/18:22,GEN,1,18,22,"and the men turn from thence, and go towards Sodom; and Abraham is yet standing before Yahweh."
GEN/18:23,GEN,1,18,23,"And Abraham draweth nigh and saith, `Dost Thou also consume righteous with wicked?"
GEN/18:24,GEN,1,18,24,"peradventure there are fifty righteous in the midst of the city; dost Thou also consume, and not bear with the place for the sake of the fifty -- the righteous who `are' in its midst?"
GEN/18:25,GEN,1,18,25,"Far be it from Thee to do according to this thing, to put to death the righteous with the wicked; that it hath been -- as the righteous so the wicked -- far be it from Thee; doth the Judge of all the earth not do justice?'"
GEN/18:26,GEN,1,18,26,"And Yahweh saith, `If I find in Sodom fifty righteous in the midst of the city, then have I borne with all the place for their sake.'"
GEN/18:27,GEN,1,18,27,"And Abraham answereth and saith, `Lo, I pray thee, I have willed to speak unto the Lord, and I -- dust and ashes;"
GEN/18:28,GEN,1,18,28,"peradventure there are lacking five of the fifty righteous -- dost Thou destroy for five the whole of the city?' and He saith, `I destroy `it' not, if I find there forty and five.'"
GEN/18:29,GEN,1,18,29,"And he addeth again to speak unto Him and saith, `Peradventure there are found there forty?' and He saith, `I do `it' not, because of the forty.'"
GEN/18:30,GEN,1,18,30,"And he saith, `Let it not be, I Pray thee, displeasing to the Lord, and I speak: peradventure there are found there thirty?' and He saith, `I do `it' not, if I find there thirty.'"
GEN/18:31,GEN,1,18,31,"And he saith, `Lo, I pray thee, I have willed to speak unto the Lord: peradventure there are found there twenty?' and He saith, `I do not destroy `it', because of the twenty.'"
GEN/18:32,GEN,1,18,32,"And he saith, `Let it not be, I pray Thee, displeasing to the Lord, and I speak only this time: peradventure there are found there ten?' and He saith, `I do not destroy `it', because of the ten.'"
GEN/18:33,GEN,1,18,33,"And Yahweh goeth on, when He hath finished speaking unto Abraham, and Abraham hath turned back to his place."
GEN/19:1,GEN,1,19,1,"And two of the messengers come towards Sodom at even, and Lot is sitting at the gate of Sodom, and Lot seeth, and riseth to meet them, and boweth himself -- face to the earth,"
GEN/19:2,GEN,1,19,2,"and he saith, `Lo, I pray you, my lords, turn aside, I pray you, unto the house of your servant, and lodge, and wash your feet -- then ye have risen early and gone on your way;' and they say, `Nay, but in the broad place we do lodge.'"
GEN/19:3,GEN,1,19,3,"And he presseth on them greatly, and they turn aside unto him, and come in unto his house; and he maketh for them a banquet, and hath baked unleavened things; and they do eat."
GEN/19:4,GEN,1,19,4,"Before they lie down, the men of the city -- men of Sodom -- have come round about against the house, from young even unto aged, all the people from the extremity;"
GEN/19:5,GEN,1,19,5,"and they call unto Lot and say to him, `Where `are' the men who have come in unto thee to-night? bring them out unto us, and we know them.'"
GEN/19:6,GEN,1,19,6,"And Lot goeth out unto them, to the opening, and the door hath shut behind him,"
GEN/19:7,GEN,1,19,7,"and saith, `Do not, I pray you, my brethren, do evil;"
GEN/19:8,GEN,1,19,8,"lo, I pray you, I have two daughters, who have not known any one; let me, I pray you, bring them out unto you, and do to them as  good in your eyes; only to these men do not anything, for therefore have they come in within the shadow of my roof.'"
GEN/19:9,GEN,1,19,9,"And they say, `Come nigh hither;' they say also, `This one hath come in to sojourn, and he certainly judgeth! now, we do evil to thee more than `to' them;' and they press against the man, against Lot greatly, and come nigh to break the door."
GEN/19:10,GEN,1,19,10,"And the men put forth their hand, and bring in Lot unto them, into the house, and have shut the door;"
GEN/19:11,GEN,1,19,11,"and the men who `are' at the opening of the house they have smitten with blindness, from small even unto great, and they weary themselves to find the opening."
GEN/19:12,GEN,1,19,12,"And the men say unto Lot, `Whom hast thou here still? son-in-law, thy sons also, and thy daughters, and all whom thou hast in the city, bring out from this place;"
GEN/19:13,GEN,1,19,13,"for we are destroying this place, for their cry hath been great `before' the face of Yahweh, and Yahweh doth send us to destroy it.'"
GEN/19:14,GEN,1,19,14,"And Lot goeth out, and speaketh unto his sons-in-law, those taking his daughters, and saith, `Rise, go out from this place, for Yahweh is destroying the city;' and he is as `one' mocking in the eyes of his sons-in-law."
GEN/19:15,GEN,1,19,15,"And when the dawn hath ascended, then the messengers press upon Lot, saying, `Rise, take thy wife, and thy two daughters who are found present, lest thou be consumed in the iniquity of the city.'"
GEN/19:16,GEN,1,19,16,"And he lingereth, and the men lay hold on his hand, and on the hand of his wife, and on the hand of his two daughters, through the mercy of Yahweh unto him, and they bring him out, and cause him to rest without the city."
GEN/19:17,GEN,1,19,17,"And it cometh to pass when he hath brought them out without, that he saith, `Escape for thy life; look not expectingly behind thee, nor stand thou in all the circuit; to the mountain escape, lest thou be consumed.'"
GEN/19:18,GEN,1,19,18,"And Lot saith unto them, `Not `so', I pray thee, my lord;"
GEN/19:19,GEN,1,19,19,"lo, I pray thee, thy servant hath found grace in thine eyes, and thou dost make great thy kindness which thou hast done with me by saving my life, and I am unable to escape to the mountain, lest the evil cleave `to' me, and I have died;"
GEN/19:20,GEN,1,19,20,"lo, I pray thee, this city  near to flee thither, and it  little; let me escape, I pray thee, thither, (is it not little?) and my soul doth live.'"
GEN/19:21,GEN,1,19,21,"And he saith unto him, `Lo, I have accepted thy face also for this thing, without overthrowing the city `for' which thou hast spoken;"
GEN/19:22,GEN,1,19,22,"haste, escape thither, for I am not able to do anything till thine entering thither;' therefore hath he calleth the name of the city Zoar."
GEN/19:23,GEN,1,19,23,"The sun hath gone out on the earth, and Lot hath entered into Zoar,"
GEN/19:24,GEN,1,19,24,"and Yahweh hath rained upon Sodom and upon Gomorrah brimstone and fire from Yahweh, from the heavens;"
GEN/19:25,GEN,1,19,25,"and He overthroweth these cities, and all the circuit, and all the inhabitants of the cities, and that which is shooting up from the ground."
GEN/19:26,GEN,1,19,26,"And his wife looketh expectingly from behind him, and she is -- a pillar of salt!"
GEN/19:27,GEN,1,19,27,"And Abraham riseth early in the morning, unto the place where he hath stood `before' the face of Yahweh;"
GEN/19:28,GEN,1,19,28,"and he looketh on the face of Sodom and Gomorrah, and on all the face of the land of the circuit, and seeth, and lo, the smoke of the land went up as smoke of the furnace."
GEN/19:29,GEN,1,19,29,"And it cometh to pass, in God's destroying the cities of the circuit, that God remembereth Abraham, and sendeth Lot out of the midst of the overthrow in the overthrowing of the cities in which Lot dwelt."
GEN/19:30,GEN,1,19,30,"And Lot goeth up out of Zoar, and dwelleth in the mountain, and his two daughters with him, for he hath been afraid of dwelling in Zoar, and he dwelleth in a cave, he and his two daughters."
GEN/19:31,GEN,1,19,31,"And the first-born saith unto the younger, `Our father  old, and a man there is not in the earth to come in unto us, as  the way of all the earth;"
GEN/19:32,GEN,1,19,32,"come, we cause our father to drink wine, and lie with him, and preserve from our father -- a seed.'"
GEN/19:33,GEN,1,19,33,"And they cause their father to drink wine on that night; and the first-born goeth in, and lieth with her father, and he hath not known in her lying down, or in her rising up."
GEN/19:34,GEN,1,19,34,"And it cometh to pass, on the morrow, that the first-born saith unto the younger, `Lo, I have lain yesterday-night with my father: we cause him to drink wine also to-night, and go thou in, lie with him, and we preserve from our father -- a seed.'"
GEN/19:35,GEN,1,19,35,"And they cause their father to drink wine on that night also, and the younger riseth and lieth with him, and he hath not known in her lying down, or in her rising up."
GEN/19:36,GEN,1,19,36,"And the two daughters of Lot conceive from their father,"
GEN/19:37,GEN,1,19,37,"and the first-born beareth a son, and calleth his name Moab; he  father of Moab unto this day;"
GEN/19:38,GEN,1,19,38,"as to the younger, she also hath born a son, and calleth his name Ben-Ammi: he  father of the Beni-Ammon unto this day."
GEN/20:1,GEN,1,20,1,"And Abraham journeyeth from thence toward the land of the south, and dwelleth between Kadesh and Shur, and sojourneth in Gerar;"
GEN/20:2,GEN,1,20,2,"and Abraham saith concerning Sarah his wife, `She is my sister;' and Abimelech king of Gerar sendeth and taketh Sarah."
GEN/20:3,GEN,1,20,3,"And God cometh in unto Abimelech in a dream of the night, and saith to him, `Lo, thou `art' a dead man, because of the woman whom thou hast taken -- and she married to a husband.'"
GEN/20:4,GEN,1,20,4,"And Abimelech hath not drawn near unto her, and he saith, `Lord, also a righteous nation dost thou slay?"
GEN/20:5,GEN,1,20,5,"hath not he himself said to me, She  my sister! and she, even she herself, said, He  my brother; in the integrity of my heart, and in the innocency of my hands, I have done this.'"
GEN/20:6,GEN,1,20,6,"And God saith unto him in the dream, `Yea, I -- I have known that in the integrity of thy heart thou hast done this, and I withhold thee, even I, from sinning against Me, therefore I have not suffered thee to come against her;"
GEN/20:7,GEN,1,20,7,"and now send back the man's wife, for he  inspired, and he doth pray for thee, and live thou; and if thou do not send back, know that dying thou dost die, thou, and all that thou hast.'"
GEN/20:8,GEN,1,20,8,"And Abimelech riseth early in the morning, and calleth for all his servants, and speaketh all these words in their ears; and the men fear exceedingly;"
GEN/20:9,GEN,1,20,9,"and Abimelech calleth for Abraham, and saith to him, `What hast thou done to us? and what have I sinned against thee, that thou hast brought upon me, and upon my kingdom, a great sin? works which are not done thou hast done with me.'"
GEN/20:10,GEN,1,20,10,"Abimelech also saith unto Abraham, `What hast thou seen that thou hast done this thing?'"
GEN/20:11,GEN,1,20,11,"And Abraham saith, `Because I said, `Surely the fear of God is not in this place, and they have slain me for the sake of my wife;"
GEN/20:12,GEN,1,20,12,"and also, truly she is my sister, daughter of my father, only not daughter of my mother, and she becometh my wife;"
GEN/20:13,GEN,1,20,13,"and it cometh to pass, when God hath caused me to wander from my father's house, that I say to her, This  thy kindness which thou dost with me: at every place whither we come, say of me, He  my brother.'"
GEN/20:14,GEN,1,20,14,"And Abimelech taketh sheep and oxen, and servants and handmaids, and giveth to Abraham, and sendeth back to him Sarah his wife;"
GEN/20:15,GEN,1,20,15,"and Abimelech saith, `Lo, my land  before thee, where it is good in thine eyes, dwell;'"
GEN/20:16,GEN,1,20,16,"and to Sarah he hath said, `Lo, I have given a thousand silverlings to thy brother; lo, it is to thee a covering of eyes, to all who are with thee;' and by all this she is reasoned with."
GEN/20:17,GEN,1,20,17,"And Abraham prayeth unto God, and God healeth Abimelech and his wife, and his handmaids, and they bear:"
GEN/20:18,GEN,1,20,18,"for Yahweh restraining had restrained every womb of the house of Abimelech, because of Sarah, Abraham's wife."
GEN/21:1,GEN,1,21,1,"And Yahweh hath looked after Sarah as He hath said, and Yahweh doth to Sarah as He hath spoken;"
GEN/21:2,GEN,1,21,2,"and Sarah conceiveth, and beareth a son to Abraham, to his old age, at the appointed time that God hath spoken of with him;"
GEN/21:3,GEN,1,21,3,"and Abraham calleth the name of his son who is born to him, whom Sarah hath born to him -- Isaac;"
GEN/21:4,GEN,1,21,4,"and Abraham circumciseth Isaac his son, `being' a son of eight days, as God hath commanded him."
GEN/21:5,GEN,1,21,5,"And Abraham  a son of a hundred years in Isaac his son being born to him,"
GEN/21:6,GEN,1,21,6,"and Sarah saith, `God hath made laughter for me; every one who is hearing laugheth for me.'"
GEN/21:7,GEN,1,21,7,"She saith also, `Who hath said to Abraham, Sarah hath suckled sons, that I have born a son for his old age?'"
GEN/21:8,GEN,1,21,8,"And the lad groweth, and is weaned, and Abraham maketh a great banquet in the day of Isaac's being weaned;"
GEN/21:9,GEN,1,21,9,"and Sarah seeth the son of Hagar the Egyptian, whom she hath borne to Abraham, mocking,"
GEN/21:10,GEN,1,21,10,"and she saith to Abraham, `Cast out this handmaid and her son; for the son of this handmaid hath no possession with my son -- with Isaac.'"
GEN/21:11,GEN,1,21,11,"And the thing is very wrong in the eyes of Abraham, for his son's sake;"
GEN/21:12,GEN,1,21,12,"and God saith unto Abraham, `Let it not be wrong in thine eyes because of the youth, and because of thy handmaid: all that Sarah saith unto thee -- hearken to her voice, for in Isaac is a seed called to thee."
GEN/21:13,GEN,1,21,13,"As to the son of the handmaid also, for a nation I set him, because he  thy seed.'"
GEN/21:14,GEN,1,21,14,"And Abraham riseth early in the morning, and taketh bread, and a bottle of water, and giveth unto Hagar (placing `it' on her shoulder), also the lad, and sendeth her out; and she goeth on, and goeth astray in the wilderness of Beer-Sheba;"
GEN/21:15,GEN,1,21,15,"and the water is consumed from the bottle, and she placeth the lad under one of the shrubs."
GEN/21:16,GEN,1,21,16,"And she goeth and sitteth by herself over-against, afar off, about a bow-shot, for she said, `Let me not look on the death of the lad;' and she sitteth over-against, and lifteth up her voice, and weepeth."
GEN/21:17,GEN,1,21,17,"And God heareth the voice of the youth; and the messenger of God calleth unto Hagar from the heavens, and saith to her, `What to thee, Hagar? fear not; for God hath hearkened unto the voice of the youth where he ;"
GEN/21:18,GEN,1,21,18,"rise, lift up the youth, and lay hold on him with thy hand, for for a great nation I set him.'"
GEN/21:19,GEN,1,21,19,"And God openeth her eyes, and she seeth a well of water, and she goeth and filleth the bottle `with' water, and causeth the youth to drink;"
GEN/21:20,GEN,1,21,20,"and God is with the youth, and he groweth, and dwelleth in the wilderness, and is an archer;"
GEN/21:21,GEN,1,21,21,"and he dwelleth in the wilderness of Paran, and his mother taketh for him a wife from the land of Egypt."
GEN/21:22,GEN,1,21,22,"And it cometh to pass at that time that Abimelech speaketh -- Phichol also, head of his host -- unto Abraham, saying, `God  with thee in all that thou art doing;"
GEN/21:23,GEN,1,21,23,"and now, swear to me by God here: thou dost not lie to me, or to my continuator, or to my successor; according to the kindness which I have done with thee thou dost with me, and with the land in which thou hast sojourned.'"
GEN/21:24,GEN,1,21,24,"And Abraham saith, `I -- I do swear.'"
GEN/21:25,GEN,1,21,25,"And Abraham reasoned with Abimelech concerning the matter of a well of water which Abimelech's servants have taken violently away,"
GEN/21:26,GEN,1,21,26,"and Abimelech saith, `I have not known who hath done this thing, and even thou didst not declare to me, and I also, I have not heard save to-day.'"
GEN/21:27,GEN,1,21,27,"And Abraham taketh sheep and oxen, and giveth to Abimelech, and they make, both of them, a covenant;"
GEN/21:28,GEN,1,21,28,and Abraham setteth seven Lambs of the flock by themselves.
GEN/21:29,GEN,1,21,29,"And Abimelech saith unto Abraham, `What `are' they -- these seven lambs which thou hast set by themselves?'"
GEN/21:30,GEN,1,21,30,"And he saith, `For -- the seven lambs thou dost accept from my hand, so that it becometh a witness for me that I have digged this well;'"
GEN/21:31,GEN,1,21,31,"therefore hath he called that place `Beer-Sheba,' for there have both of them sworn."
GEN/21:32,GEN,1,21,32,"And they make a covenant in Beer-Sheba, and Abimelech riseth -- Phichol also, head of his host -- and they turn back unto the land of the Philistines;"
GEN/21:33,GEN,1,21,33,"and `Abraham' planteth a tamarask in Beer-Sheba, and preacheth there in the name of Yahweh, God age-during;"
GEN/21:34,GEN,1,21,34,and Abraham sojourneth in the land of the Philistines many days.
GEN/22:1,GEN,1,22,1,"And it cometh to pass after these things that God hath tried Abraham, and saith unto him, `Abraham;' and he saith, `Here `am' I.'"
GEN/22:2,GEN,1,22,2,"And He saith, `Take, I pray thee, thy son, thine only one, whom thou hast loved, even Isaac, and go for thyself unto the land of Moriah, and cause him to ascend there for a burnt-offering on one of the mountains of which I speak unto thee.'"
GEN/22:3,GEN,1,22,3,"And Abraham riseth early in the morning, and saddleth his ass, and taketh two of his young men with him, and Isaac his son, and he cleaveth the wood of the burnt-offering, and riseth and goeth unto the place of which God hath spoken to him."
GEN/22:4,GEN,1,22,4,"On the third day -- Abraham lifteth up his eyes, and seeth the place from afar;"
GEN/22:5,GEN,1,22,5,"and Abraham saith unto his young men, `Remain by yourselves here with the ass, and I and the youth go yonder and worship, and turn back unto you.'"
GEN/22:6,GEN,1,22,6,"And Abraham taketh the wood of the burnt-offering, and placeth on Isaac his son, and he taketh in his hand the fire, and the knife; and they go on both of them together."
GEN/22:7,GEN,1,22,7,"And Isaac speaketh unto Abraham his father, and saith, `My father,' and he saith, `Here `am' I, my son.' And he saith, `Lo, the fire and the wood, and where the lamb for a burnt-offering?'"
GEN/22:8,GEN,1,22,8,"and Abraham saith, `God doth provide for Himself the lamb for a burnt-offering, my son;' and they go on both of them together."
GEN/22:9,GEN,1,22,9,"And they come in unto the place of which God hath spoken to him, and there Abraham buildeth the altar, and arrangeth the wood, and bindeth Isaac his son, and placeth him upon the altar above the wood;"
GEN/22:10,GEN,1,22,10,"and Abraham putteth forth his hand, and taketh the knife -- to slaughter his son."
GEN/22:11,GEN,1,22,11,"And the messenger of Yahweh calleth unto him from the heavens, and saith, `Abraham, Abraham;' and he saith, `Here `am' I;'"
GEN/22:12,GEN,1,22,12,"and He saith, `Put not forth thine hand unto the youth, nor do anything to him, for now I have known that thou art fearing God, and hast not withheld thy son, thine only one, from Me.'"
GEN/22:13,GEN,1,22,13,"And Abraham lifteth up his eyes, and looketh, and lo, a ram behind, seized in a thicket by its horns; and Abraham goeth, and taketh the ram, and causeth it to ascend for a burnt-offering instead of his son;"
GEN/22:14,GEN,1,22,14,"and Abraham calleth the name of that place `Yahweh-Jireh,' because it is said this day in the mount, `Yahweh doth provide.'"
GEN/22:15,GEN,1,22,15,"And the messenger of Yahweh calleth unto Abraham a second time from the heavens,"
GEN/22:16,GEN,1,22,16,"and saith, `By Myself I have sworn -- the affirmation of Yahweh -- that because thou hast done this thing, and hast not withheld thy son, thine only one --"
GEN/22:17,GEN,1,22,17,"that blessing I bless thee, and multiplying I multiply thy seed as stars of the heavens, and as sand which  on the sea-shore; and thy seed doth possess the gate of his enemies;"
GEN/22:18,GEN,1,22,18,"and blessed themselves in thy seed have all nations of the earth, because that thou hast hearkened to My voice.'"
GEN/22:19,GEN,1,22,19,"And Abraham turneth back unto his young men, and they rise and go together unto Beer-Sheba; and Abraham dwelleth in Beer-Sheba."
GEN/22:20,GEN,1,22,20,"And it cometh to pass after these things that it is declared to Abraham, saying, `Lo, Milcah hath borne, even she, sons to Nahor thy brother:"
GEN/22:21,GEN,1,22,21,"Huz his first-born, and Buz his brother; and Kemuel father of Aram,"
GEN/22:22,GEN,1,22,22,"and Chesed, and Hazo, and Pildash, and Jidlaph, and Bethuel;"
GEN/22:23,GEN,1,22,23,"and Bethuel hath begotten Rebekah;' these eight hath Milcah borne to Nahor, Abraham's brother;"
GEN/22:24,GEN,1,22,24,"and his concubine, whose name  Reumah, she also hath borne Tebah, and Gaham, and Tahash, and Maachah."
GEN/23:1,GEN,1,23,1,And the life of Sarah is a hundred and twenty and seven years -- years of the life of Sarah;
GEN/23:2,GEN,1,23,2,"and Sarah dieth in Kirjath-Arba, which  Hebron, in the land of Caanan, and Abraham goeth in to mourn for Sarah, and to bewail her."
GEN/23:3,GEN,1,23,3,"And Abraham riseth up from the presence of his dead, and speaketh unto the sons of Heth, saying,"
GEN/23:4,GEN,1,23,4,"`A sojourner and a settler I `am' with you; give to me a possession of a burying-place with you, and I bury my dead from before me.'"
GEN/23:5,GEN,1,23,5,"And the sons of Heth answer Abraham, saying to him,"
GEN/23:6,GEN,1,23,6,"`Hear us, my lord; a prince of God `art' thou in our midst; in the choice of our burying-places bury thy dead: none of us his burying-place doth withhold from thee, from burying thy dead.'"
GEN/23:7,GEN,1,23,7,"And Abraham riseth and boweth himself to the people of the land, to the sons of Heth,"
GEN/23:8,GEN,1,23,8,"and he speaketh with them, saying, `If it is your desire to bury my dead from before me, hear me, and meet for me with Ephron, son of Zoar;"
GEN/23:9,GEN,1,23,9,"and he giveth to me the cave of Machpelah, which he hath, which  in the extremity of his field; for full money doth he give it to me, in your midst, for a possession of a burying-place.'"
GEN/23:10,GEN,1,23,10,"And Ephron is sitting in the midst of the sons of Heth, and Ephron the Hittite answereth Abraham in the ears of the sons of Heth, of all those entering the gate of his city, saying,"
GEN/23:11,GEN,1,23,11,"`Nay, my lord, hear me: the field I have given to thee, and the cave that  in it, to thee I have given it; before the eyes of the sons of my people I have given it to thee -- bury thy dead.'"
GEN/23:12,GEN,1,23,12,"And Abraham boweth himself before the people of the land,"
